0 -159.2
1 -151.7
2 -137.4
3 -129.9
4 -115.6
5 -108.1
6 -93.8
7 -86.3
8 -72
9 -64.5
10 -49.4
11 -40.7
12 -25.6
13 -16.9
14 -1.8
15 6.9
16 22
17 30.7
18 45.8
19 54.5
20 71
21 81.7
22 98.2
23 108.9
24 125.4
25 136.1
26 152.6
27 163.3
